name,category,variant,subject,demo_url,demo_live,has_phone,phone,address,rating,shared_demo,google_maps_url
Iglesia Que Ayida,cleaning services,D,Free website for Iglesia Que Ayida — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/iglesia-que-ayida.html,yes,no,,"1717 NE 9th St, Gainesville, FL",5.0 (7),no,https://www.google.com/maps/place/Iglesia+Que+Ayida/data=!4m7!3m6!1s0x88e8a40fa46d7d9b:0x7886bde8a8f4c98f!8m2!3d29.6679293!4d-82.3143761!16s%2Fg%2F11f1pm2z11!19sChIJm31tpA-k6IgRj8n0qOi9hng?authuser=0&hl=en&rclk=1
Hogtown Plumbing Inc,plumbers,D,Free website for Hogtown Plumbing Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/hogtown-plumbing-inc.html,yes,yes,(352) 372-5725,"Gainesville, FL 32601",4.4 (19),no,"https://www.google.com/maps/place/Hogtown+Plumbing+Inc/@29.6422516,-82.3289111,17z/data=!3m1!4b1!4m6!3m5!1s0x88e8a393ffffffff:0xae27652965e8df8f!8m2!3d29.6422516!4d-82.3289111!16s%2Fg%2F1hc1f2q29?entry=ttu"
Noah's Plumbing Inc.,plumbers,D,Free website for Noah's Plumbing Inc. — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/noah-s-plumbing-inc.html,yes,yes,(352) 316-8005,"Gainesville, FL 32607",4.7 (43),no,"https://www.google.com/maps/place/Noah's+Plumbing+Inc./@29.7255926,-82.1419,17z/data=!3m1!4b1!4m6!3m5!1s0xac428970bba99f43:0x88826194d9fdb8a5!8m2!3d29.7255926!4d-82.1419!16s%2Fg%2F11rglr82yf?entry=ttu"
Triple S Plumbing Co Inc,plumbers,D,Free website for Triple S Plumbing Co Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/triple-s-plumbing-co-inc.html,yes,yes,(352) 473-0083,"Gainesville, FL 32608",4.4 (87),no,"https://www.google.com/maps/place/Triple+S+Plumbing+Co+Inc/@29.8028403,-82.0583849,17z/data=!3m1!4b1!4m6!3m5!1s0x88e5fdea418146d1:0xb24f0c882674b12d!8m2!3d29.8028403!4d-82.0583849!16s%2Fg%2F1tfzsr2h?entry=ttu"
Church's Plumbing Inc,plumbers,D,Free website for Church's Plumbing Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/church-s-plumbing-inc.html,yes,yes,(352) 372-4678,"4415 SW 35th Terrace, Gainesville, FL 32608",3.2 (5),no,"https://www.google.com/maps/place/Church's+Plumbing+Inc/@29.6170526,-82.697614,17z/data=!4m10!1m2!2m1!1splumbers+in+Gainesville+FL!3m6!1s0x8c22c4b1c0570405:0xd3c82499cfe9e6e8!8m2!3d29.6811555!4d-82.3538029!15sChpwbHVtYmVycyBpbiBHYWluZXN2aWxsZSBGTFocIhpwbHVtYmVycyBpbiBnYWluZXN2aWxsZSBmbJIBB3BsdW1iZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTnZjVXRYYWt4bkVBReABAPoBBQiJARBM!16s%2Fg%2F11t_l_csgt?entry=ttu"
Gator Painters,painters,D,Free website for Gator Painters — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gator-painters.html,yes,yes,(352) 214-6317,"Gainesville, FL",4.9 (not specified),no,https://www.google.com/maps/place/Gator+Painters/data=!4m7!3m6!1s0x88e8a46331bf36df:0xbc3d5c059f51701d!8m2!3d29.6811555!4d-82.3538029!16s%2Fg%2F11b6t9xkmb!19sChIJ3za_MWOk6IgRHXBRnwVcPbw?authuser=0&hl=en&rclk=1
A Plus Painting and Repair,painters,D,Free website for A Plus Painting and Repair — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-plus-painting-and-repair.html,yes,yes,(352) 665-8022,"3525 SW 31st Dr #8A, Gainesville, FL",5.0 (not specified),no,https://www.google.com/maps/place/A+Plus+Painting+and+Repair/data=!4m7!3m6!1s0x88e8a3c344c3dbf3:0x5a75459b2ef33b53!8m2!3d29.6185347!4d-82.3685742!16s%2Fg%2F11gtymx_sk!19sChIJ89vDRMOj6IgRUzvzLptFdVo?authuser=0&hl=en&rclk=1
Orange and Blue Painting,painters,D,Free website for Orange and Blue Painting — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/orange-and-blue-painting.html,yes,yes,(352) 593-1888,"1123 NE 20th Ave, Gainesville, FL",4.9 (not specified),no,https://www.google.com/maps/place/Orange+and+Blue+Painting/data=!4m7!3m6!1s0x88e8a5c04881f255:0xf41c9b21c6804b4c!8m2!3d29.6705129!4d-82.3106161!16s%2Fg%2F11n008f8b3!19sChIJVfKBSMCl6IgRTEuAxiGbHPQ?authuser=0&hl=en&rclk=1
Joe Lawton Custom Paint,painters,D,Free website for Joe Lawton Custom Paint — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/joe-lawton-custom-paint.html,yes,yes,(352) 375-7400,"1206 S Main St, Gainesville, FL",3.8 (22),no,https://www.google.com/maps/place/Joe+Lawton+Custom+Paint/data=!4m7!3m6!1s0x88e8a395a8decf67:0xb86e89ea058fe87b!8m2!3d29.6393563!4d-82.3273085!16s%2Fg%2F1263sx7xp!19sChIJZ8_eqJWj6IgRe-iPBeqJbrg?authuser=0&hl=en&rclk=1
Sunshine Professional Painters,painters,D,Free website for Sunshine Professional Painters — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/sunshine-professional-painters.html,yes,yes,(352) 448-0077,"719 NW 31st Ave, Gainesville, FL",No reviews,no,https://www.google.com/maps/place/Sunshine+Professional+Painters/data=!4m7!3m6!1s0x88e8a5c72bb2be9f:0xa5116731e44cdc78!8m2!3d29.6806547!4d-82.3320695!16s%2Fg%2F11h4x5scc_!19sChIJn76yK8el6IgReNxM5DFnEaU?authuser=0&hl=en&rclk=1
Alachua County Residential Painting LLC,painters,D,Free website for Alachua County Residential Painting LLC — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/alachua-county-residential-painting-llc.html,yes,yes,(352) 213-2693,"3408 SW 31st Dr #22c, Gainesville, FL",5.0 (8),no,https://www.google.com/maps/place/Alachua+County+Residential+Painting+LLC/data=!4m7!3m6!1s0x88e8a3ab5f31b76b:0x73a3c922a4703ed9!8m2!3d29.6188849!4d-82.3695349!16s%2Fg%2F11fkpsbmqt!19sChIJa7cxX6uj6IgR2T5wpCLJo3M?authuser=0&hl=en&rclk=1
Gainesville Painters Pro,painters,D,Free website for Gainesville Painters Pro — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-painters-pro.html,yes,yes,(352) 900-3455,"SW Williston Rd Apt. 3015, Gainesville, FL",No reviews,no,https://www.google.com/maps/place/Gainesville+Painters+Pro/data=!4m7!3m6!1s0xa4070a19d9f34737:0x73f169a7c2883615!8m2!3d29.5970245!4d-82.3793247!16s%2Fg%2F11swt_4z4r!19sChIJN0fz2RkKB6QRFTaIwqdp8XM?authuser=0&hl=en&rclk=1
"Northwood Cooling Heating & Appliance Services Inc,",hvac,D,"Free website for Northwood Cooling Heating & Appliance Services Inc, — ready to go live",https://florida-man-bioscience.github.io/demo-websites/generated-sites/northwood-cooling-heating-appliance-services-inc.html,yes,yes,(352) 378-2829,4605 NW 6th St STE E,4.8 (27),no,"https://www.google.com/maps/place/Northwood+Cooling+Heating+%26+Appliance+Services+Inc,/data=!4m7!3m6!1s0x88e8a451d41c8541:0xdfd393d56499244f!8m2!3d29.6976289!4d-82.334626!16s%2Fg%2F11bzz2x7ln!19sChIJQYUc1FGk6IgRTySZZNWT098?authuser=0&hl=en&rclk=1"
Richardson's Heating and Air Conditioning,hvac,D,Free website for Richardson's Heating and Air Conditioning — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/richardson-s-heating-and-air-conditioning.html,yes,yes,(352) 378-1943,9923 SW 86th Terrace,4.4 (7),no,https://www.google.com/maps/place/Richardson%27s+Heating+and+Air+Conditioning/data=!4m7!3m6!1s0x88e8962d70461dad:0xc6e77029c4dac5!8m2!3d29.5627492!4d-82.4340702!16s%2Fg%2F11fxxwzrv3!19sChIJrR1GcC2W6IgRxdrEKXDnxgA?authuser=0&hl=en&rclk=1
Gainesville Cooling & Heating,hvac,D,Free website for Gainesville Cooling & Heating — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-cooling-heating.html,yes,yes,(352) 328-3429,1501 NW 23rd Ave,3.6 (10),no,https://www.google.com/maps/place/Gainesville+Cooling+%26+Heating/data=!4m7!3m6!1s0x88e62cb56bba43bf:0xba27f02fb5e7935d!8m2!3d29.673019!4d-82.3410612!16s%2Fg%2F1tf3pqp1!19sChIJv0O6a7Us5ogRXZPntS_wJ7o?authuser=0&hl=en&rclk=1
Expert HVAC Contractor Gainesville,hvac,D,Free website for Expert HVAC Contractor Gainesville — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/expert-hvac-contractor-gainesville.html,yes,yes,(352) 450-9079,8200 NW 15th Pl,5.0 (9),no,https://www.google.com/maps/place/Expert+HVAC+Contractor+Gainesville/data=!4m7!3m6!1s0x88e8bbc5f9e10eab:0x72fb77e75640d9d0!8m2!3d29.6677934!4d-82.4297047!16s%2Fg%2F11xk_zjwv3!19sChIJqw7h-cW76IgR0NlAVud3-3I?authuser=0&hl=en&rclk=1
Gainesville Air Conditioning & Heating Services,hvac,D,Free website for Gainesville Air Conditioning & Heating Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-air-conditioning-heating-services.html,yes,yes,(239) 499-6663,680 Windmeadows Blvd,5.0 (14),no,https://www.google.com/maps/place/Gainesville+Air+Conditioning+%26+Heating+Services/data=!4m7!3m6!1s0x88e8bfd28aef39f5:0x515c82784b0f1aef!8m2!3d29.6253771!4d-82.3793014!16s%2Fg%2F1th5_mph!19sChIJ9TnvitK_6IgR7xoPS3iCXFE?authuser=0&hl=en&rclk=1
AAA Refrigeration,hvac,D,Free website for AAA Refrigeration — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/aaa-refrigeration.html,yes,yes,(352) 373-0501,2854 NE 21 Way,5.0 (2),no,https://www.google.com/maps/place/AAA+Refrigeration/data=!4m7!3m6!1s0x88e8a7afd84e9daf:0x6accf631e6bc93e0!8m2!3d29.6788099!4d-82.2961199!16s%2Fg%2F11w1zmf5zg!19sChIJr51O2K-n6IgR4JO85jH2zGo?authuser=0&hl=en&rclk=1
Gainesville Heating & Air Conditioning,hvac,D,Free website for Gainesville Heating & Air Conditioning — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-heating-air-conditioning.html,yes,yes,(352) 423-9449,106 SE 6th St,5.0 (11),no,https://www.google.com/maps/place/Gainesville+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88e618f79c4cab01:0xae4074e107af2de9!8m2!3d29.6507011!4d-82.3194919!16s%2Fg%2F1thfg7_l!19sChIJAatMnPcY5ogR6S2vB-F0QK4?authuser=0&hl=en&rclk=1
Grand HVAC Repair Gainesville,hvac,D,Free website for Grand HVAC Repair Gainesville — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/grand-hvac-repair-gainesville.html,yes,yes,(352) 772-2154,816 SE 4th Ave,No reviews,no,https://www.google.com/maps/place/Grand+HVAC+Repair+Gainesville/data=!4m7!3m6!1s0x88e8a30030d3628f:0x85ec044bad466aae!8m2!3d29.648424!4d-82.3158665!16s%2Fg%2F11m_44z5hy!19sChIJj2LTMACj6IgRrmpGrUsE7IU?authuser=0&hl=en&rclk=1
DIY Jeff Gainesville,handyman,D,Free website for DIY Jeff Gainesville — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/diy-jeff-gainesville.html,yes,yes,(904) 452-1209,3515 NW 39th Ln,5.0,no,https://www.google.com/maps/place/DIY+Jeff+Gainesville/data=!4m7!3m6!1s0x88e8a4c660a15555:0x76dd462dfbeba30b!8m2!3d29.6895607!4d-82.3752877!16s%2Fg%2F11s0skltrn!19sChIJVVWhYMak6IgRC6Pr-y1G3XY?authuser=0&hl=en&rclk=1
Old Fashioned Handyman Service of Gainesville,handyman,D,Free website for Old Fashioned Handyman Service of Gainesville — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/old-fashioned-handyman-service-of-gainesville.html,yes,yes,(352) 792-8004,1801 NE 23rd Ave,5.0,no,https://www.google.com/maps/place/Old+Fashioned+Handyman+Service+of+Gainesville/data=!4m7!3m6!1s0x88e8a732e5cecec9:0xa917058bd7731782!8m2!3d29.6730749!4d-82.3014547!16s%2Fg%2F11v59fgc55!19sChIJyc7O5TKn6IgRghdz14sFF6k?authuser=0&hl=en&rclk=1
Gainesville Handyman Services,handyman,D,Free website for Gainesville Handyman Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-handyman-services.html,yes,yes,(904) 944-6505,,No reviews,no,https://www.google.com/maps/place/Gainesville+Handyman+Services/data=!4m7!3m6!1s0x88e8a3fba22efa6d:0x7021e928ee9b2bbe!8m2!3d29.679152!4d-82.356427!16s%2Fg%2F11k28g2fv_!19sChIJbfouovuj6IgRviub7ijpIXA?authuser=0&hl=en&rclk=1
HandyMate,handyman,D,Free website for HandyMate — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/handymate.html,yes,yes,(352) 794-1313,5510 SW 41st Blvd #101,5.0,no,https://www.google.com/maps/place/HandyMate/data=!4m7!3m6!1s0x88def57d95a0f0ef:0xb40cb2a84c4e5674!8m2!3d29.6019666!4d-82.3773997!16s%2Fg%2F11td0brm3!19sChIJ7_CglX313ogRdFZOTKiyDLQ?authuser=0&hl=en&rclk=1
Handyman of gainesville florida,handyman,D,Free website for Handyman of gainesville florida — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/handyman-of-gainesville-florida.html,yes,yes,(386) 287-1535,,No reviews,no,https://www.google.com/maps/place/Handyman+of+gainesville+florida/data=!4m7!3m6!1s0x6410f95b82cb7e3:0xfffc087541913a96!8m2!3d29.6811555!4d-82.3538029!16s%2Fg%2F11rzr0zvm8!19sChIJ47csuJUPQQYRljqRQXUI_P8?authuser=0&hl=en&rclk=1
C-Mac HandyMan,handyman,D,Free website for C-Mac HandyMan — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/c-mac-handyman.html,yes,no,,1700 SW 16th Ct,5.0,no,https://www.google.com/maps/place/C-Mac+HandyMan/data=!4m7!3m6!1s0x88e8a3007dbca6d9:0x3f6c600f6bd9ba49!8m2!3d29.6348706!4d-82.342597!16s%2Fg%2F11yl6c1p7k!19sChIJ2aa8fQCj6IgRSbrZaw9gbD8?authuser=0&hl=en&rclk=1
HandiPro Services,handyman,D,Free website for HandiPro Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/handipro-services.html,yes,yes,(352) 327-5275,,5.0 (3),no,https://www.google.com/maps/place/HandiPro+Services/data=!4m7!3m6!1s0x88e8bd82aea9499d:0x9ab99a2f475124da!8m2!3d29.682529!4d-82.326591!16s%2Fg%2F11j6t7wz23!19sChIJnUmproK96IgR2iRRRy-auZo?authuser=0&hl=en&rclk=1
Manar Home Services,handyman,D,Free website for Manar Home Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/manar-home-services.html,yes,yes,(352) 646-2627,7648 SW 25th Ave,No reviews,no,https://www.google.com/maps/place/Manar+Home+Services/data=!4m7!3m6!1s0x88e8bdcbcea32d9f:0xf09272a659e2f8f2!8m2!3d29.6297843!4d-82.4247194!16s%2Fg%2F11jmzj15z9!19sChIJny2jzsu96IgR8vjiWaZykvA?authuser=0&hl=en&rclk=1
All around services pro,handyman,D,Free website for All around services pro — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/all-around-services-pro.html,yes,yes,(386) 266-3073,6201 SW 37th Way,5.0 (10),no,https://www.google.com/maps/place/All+around+services+pro/data=!4m7!3m6!1s0x88e8a300464c7acb:0x54e9945f77da4893!8m2!3d29.5928275!4d-82.3763545!16s%2Fg%2F11z16x974s!19sChIJy3pMRgCj6IgRk0jad1-U6VQ?authuser=0&hl=en&rclk=1
Honey & Hearth Professional Services,handyman,D,Free website for Honey & Hearth Professional Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/honey-hearth-professional-services.html,yes,yes,(352) 269-4024,1035 SW 60 Terrace,No reviews,no,https://www.google.com/maps/place/Honey+%26+Hearth+Professional+Services/data=!4m7!3m6!1s0x88e8bd3ac2c264fd:0xd5f04d462b5c6c75!8m2!3d29.6426834!4d-82.4065187!16s%2Fg%2F11x98tfttj!19sChIJ_WTCwjq96IgRdWxcK0ZN8NU?authuser=0&hl=en&rclk=1
(Handyman) David Michelle Repairman LLC,handyman,D,Free website for (Handyman) David Michelle Repairman LLC — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/handyman-david-michelle-repairman-llc.html,yes,yes,(352) 256-9013,618 SW 69th St Apt C,4.3 (3),no,https://www.google.com/maps/place/%28Handyman%29+David+Michelle+Repairman+LLC/data=!4m7!3m6!1s0x88e8bdb964810113:0x5c34b6e94b7d68f7!8m2!3d29.6464177!4d-82.4163286!16s%2Fg%2F11lld790_w!19sChIJEwGBZLm96IgR92h9S-m2NFw?authuser=0&hl=en&rclk=1
"Aaron the Handyman, LLC",handyman,D,"Free website for Aaron the Handyman, LLC — ready to go live",https://florida-man-bioscience.github.io/demo-websites/generated-sites/aaron-the-handyman-llc.html,yes,yes,(352) 895-1382,,4.9 (29),no,"https://www.google.com/maps/place/Aaron+the+Handyman,+LLC/data=!4m7!3m6!1s0x429dc4cc205dd02f:0x1beef5bc2f8254dd!8m2!3d29.682529!4d-82.326591!16s%2Fg%2F11srd5wd59!19sChIJL9BdIMzEnUIR3VSCL7z17hs?authuser=0&hl=en&rclk=1"
Diva+Healing+Beauty,spas,B,Your free demo website is ready — Diva+Healing+Beauty,https://florida-man-bioscience.github.io/demo-websites/generated-sites/diva-healing-beauty.html,yes,yes,(818) 515-9855,"100 SW 75th St suite 204, Gainesville, FL 32607",5.0 (18),no,"https://www.google.com/maps/place/Diva+Healing+Beauty/@29.6518991,-82.4249513,15z/data=!4m6!3m5!1s0x45b9318daa9b1431:0xede649a9821af8fa!8m2!3d29.6518991!4d-82.4249513!16s%2Fg%2F11vzycwfpr"
Tokyo+LLC,spas,B,Your free demo website is ready — Tokyo+LLC,https://florida-man-bioscience.github.io/demo-websites/generated-sites/tokyo-llc.html,yes,yes,(352) 372-1163,"211 SW 4th Ave #5, Gainesville, FL 32601",3.7 (22),no,"https://www.google.com/maps/place/Tokyo+LLC/@29.6481068,-82.3270669,15z/data=!4m6!3m5!1s0x88e8a337945ce66b:0xf6d93eb8092c59f4!8m2!3d29.6481068!4d-82.3270669!16s%2Fg%2F11qbph3h9t"
Gainesville+Spa+Center+by+Voupre,spas,B,Your free demo website is ready — Gainesville+Spa+Center+by+Voupre,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-spa-center-by-voupre.html,yes,yes,(352) 788-2401,"6419 W Newberry Rd d0001, Gainesville, FL 32605",3.2 (32),no,"https://www.google.com/maps/place/Gainesville+Spa+Center+by+Voupre/@29.6580175,-82.4112367,15z/data=!4m6!3m5!1s0x88e8bd5bc516b59d:0xbf6d7da6ab17f196!8m2!3d29.6580175!4d-82.4112367!16s%2Fg%2F11t4dr6dhf"
Affordable Movers LLC,movers,D,Free website for Affordable Movers LLC — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/affordable-movers-llc.html,yes,yes,(352) 777-6999,"3831 SW 82nd St, Gainesville, FL 32608",5.0 (5),no,https://www.google.com/maps/place/Affordable+Movers+LLC/data=!4m7!3m6!1s0x88e8bda72700e4af:0x3a05e628823d7689!8m2!3d29.6187389!4d-82.4295275!16s%2Fg%2F11q8gd9pch!19sChIJr-QAJ6e96IgRiXY9gijmBTo?authuser=0&hl=en&rclk=1
A Whole Lotta Moving,movers,D,Free website for A Whole Lotta Moving — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-whole-lotta-moving.html,yes,yes,(352) 792-2077,"Gainesville, FL (Exact address not visible in list, but located in Gainesville)",4.9 (33),no,https://www.google.com/maps/place/A+Whole+Lotta+Moving/data=!4m7!3m6!1s0x83dcb1b30fd5b8d1:0x3a831830d61b492f!8m2!3d29.682529!4d-82.326591!16s%2Fg%2F11khw26z83!19sChIJ0bjVD7Ox3IMRL0kb1jAYgzo?authuser=0&hl=en&rclk=1
GATE Gas Station,convenience stores,F,GATE Gas Station — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gate-gas-station.html,yes,yes,(352) 376-5444,506 NW 13th St,3.5 (57),no,[GATE Gas Station](https://www.google.com/maps/place/GATE+Gas+Station/data=!4m7!3m6!1s0x88e8a386b7d7ac5f:0x52f4c96dfd341959!8m2!3d29.6559055!4d-82.3395531!16s%2Fg%2F1vyxk76j!19sChIJX6zXt4aj6IgRWRk0_W3J9FI?authuser=0&hl=en&rclk=1)
X Tra Beverage Discount Store,convenience stores,F,X Tra Beverage Discount Store — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/x-tra-beverage-discount-store.html,yes,yes,(352) 372-4114,119 NE 16th Ave,3.2 (9),no,[X Tra Beverage Discount Store](https://www.google.com/maps/place/X+Tra+Beverage+Discount+Store/data=!4m7!3m6!1s0x88e8a40cb5a81bbd:0x8aab882fb5172a08!8m2!3d29.66623!4d-82.3232721!16s%2Fg%2F1tdpbfnj!19sChIJvRuotQyk6IgRCCoXtS-Iq4o?authuser=0&hl=en&rclk=1)
Kelly's Kwik Stop,convenience stores,F,Kelly's Kwik Stop — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/kelly-s-kwik-stop.html,yes,no,,SW 34th St,4.0 (13),no,[Kelly's Kwik Stop](https://www.google.com/maps/place/Kelly%27s+Kwik+Stop/data=!4m7!3m6!1s0x88e8a33b7ba38213:0x64f0c733128cdd94!8m2!3d29.6300563!4d-82.3728943!16s%2Fg%2F11h5vz1rxj!19sChIJE4Kjezuj6IgRlN2MEjPH8GQ?authuser=0&hl=en&rclk=1)
Quick Mart (N Main St),convenience stores,F,Quick Mart (N Main St) — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/quick-mart-n-main-st.html,yes,no,,809 N Main St,5.0 (6),no,[Quick Mart](https://www.google.com/maps/place/Quick+Mart/data=!4m7!3m6!1s0x88e8a475593af8f3:0xb2c8264acd929722!8m2!3d29.6595128!4d-82.3244179!16s%2Fg%2F11f_kl52x9!19sChIJ8_g6WXWk6IgRIpeSzUomyLI?authuser=0&hl=en&rclk=1)
Quick Mart (W University Ave),convenience stores,F,Quick Mart (W University Ave) — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/quick-mart-w-university-ave.html,yes,no,,1800 W University Ave #120,5.0 (2),no,[Quick Mart](https://www.google.com/maps/place/Quick+Mart/data=!4m7!3m6!1s0x88e8a33cbbc0c511:0x6458a83968e73af3!8m2!3d29.652331!4d-82.346544!16s%2Fg%2F11wj3qqc8z!19sChIJEcXAuzyj6IgR8zrnaDmoWGQ?authuser=0&hl=en&rclk=1)
The Corner Store,convenience stores,F,The Corner Store — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/the-corner-store.html,yes,no,,1115 N Main St,5.0 (1),no,[The Corner Store](https://www.google.com/maps/place/The+Corner+Store/data=!4m7!3m6!1s0x88e8a5006a980e85:0x84053b3af8be8dc7!8m2!3d29.6626038!4d-82.3242852!16s%2Fg%2F11xslm9w_4!19sChIJhQ6YagCl6IgRx42--Do7BYQ?authuser=0&hl=en&rclk=1)
West Neighhour,convenience stores,F,West Neighhour — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/west-neighhour.html,yes,yes,(352) 333-0533,7114 W University Ave,3.0 (2),no,[West Neighhour](https://www.google.com/maps/place/West+Neighhour/data=!4m7!3m6!1s0x88e8bc9a0bd6a95f:0xebb0b719fe503ad!8m2!3d29.653372!4d-82.4167166!16s%2Fg%2F1hc57ftgb!19sChIJX6nWC5q86IgRrQPln3ELuw4?authuser=0&hl=en&rclk=1)
AK's Kwik Stop,convenience stores,F,AK's Kwik Stop — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/ak-s-kwik-stop.html,yes,yes,(352) 378-8404,2206 NW 6th St,4.0 (17),no,[AK's Kwik Stop](https://www.google.com/maps/place/AK%27s+Kwik+Stop/data=!4m7!3m6!1s0x88e8a46e4fcd8f09:0x5504df084c62f1d6!8m2!3d29.673246!4d-82.3310984!16s%2Fg%2F11bz_1fyhy!19sChIJCY_NT26k6IgR1vFiTAjfBFU?authuser=0&hl=en&rclk=1)
352's Trusted Roofing & Gutters,roofers,D,Free website for 352's Trusted Roofing & Gutters — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/352-s-trusted-roofing-gutters.html,yes,yes,(352) 658-7237,103 NE 23rd Ave,4.9 stars,no,https://www.google.com/maps/place/352%27s+Trusted+Roofing+%26+Gutters/data=!4m7!3m6!1s0x88e8b12b48d1a133:0x7118dff375a2813d!8m2!3d29.6735723!4d-82.3233479!16s%2Fg%2F11h3ykw6y6!19sChIJM6HRSCux6IgRPYGidfPfGHE?authuser=0&hl=en&rclk=1
Ferber And O'Steen Roofing & Sheet Metal Contractors,roofers,D,Free website for Ferber And O'Steen Roofing & Sheet Metal Contractors — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/ferber-and-o-steen-roofing-sheet-metal-contractors.html,yes,yes,(352) 372-3666,1614 NW 4th St,No reviews,no,https://www.google.com/maps/place/Ferber+And+O%27Steen+Roofing+%26+Sheet+Metal+Contractors/data=!4m7!3m6!1s0x88e8a471622e5e3d:0xa94b69c83010eebc!8m2!3d29.6671272!4d-82.3290578!16s%2Fg%2F1tcx7vh3!19sChIJPV4uYnGk6IgRvO4QMMhpS6k?authuser=0&hl=en&rclk=1
Interior Exterior Building Supply,roofers,D,Free website for Interior Exterior Building Supply — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/interior-exterior-building-supply.html,yes,yes,(352) 244-9004,5440 NW 13th St,4.7 stars (34),no,https://www.google.com/maps/place/Interior+Exterior+Building+Supply/data=!4m7!3m6!1s0x88e8a4ffa29023b9:0xa0bbca087d341077!8m2!3d29.7042416!4d-82.3463533!16s%2Fg%2F11g6bdw6kg!19sChIJuSOQov-k6IgRdxA0fQjKu6A?authuser=0&hl=en&rclk=1
"BECT Attic Insulation & Roofing Services Inc , FL",roofers,D,"Free website for BECT Attic Insulation & Roofing Services Inc , FL — ready to go live",https://florida-man-bioscience.github.io/demo-websites/generated-sites/bect-attic-insulation-roofing-services-inc-fl.html,yes,yes,(352) 352-3257,4460 SW 35th Terrace,4.0 stars (8),no,"https://www.google.com/maps/place/BECT+Attic+Insulation+%26+Roofing+Services+Inc+,+FL/data=!4m7!3m6!1s0x88e8a2d99ae6c3a3:0xcc8196cbc091bd47!8m2!3d29.6112786!4d-82.3755304!16s%2Fg%2F1thvz2x4!19sChIJo8Pmmtmi6IgRR72RwMuWgcw?authuser=0&hl=en&rclk=1"
Contractors Supply,contractors,D,Free website for Contractors Supply — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/contractors-supply.html,yes,yes,(352) 372-6315,3010 NE Waldo Rd,4.6 (71),no,https://www.google.com/maps/place/Contractors+Supply/data=!4m7!3m6!1s0x88e8a6a29ddcca2f:0xab651ab37a5b4415!8m2!3d29.6807235!4d-82.2931367!16s%2Fg%2F1tm8ldyn!19sChIJL8rcnaKm6IgRFURberMaZas?authuser=0&hl=en&rclk=1
